venda_id,cliente_id,produto_id,data_venda,quantidade,desconto,metodo_pagamento,avaliacao_compra,preco,valor_total,mes,dia_semana
8915,135,101,2023-03-10 20:14:46.139075936,1,0.15,Cartao,3,102.2338209079627,86.89874777176829,3,4
8916,3832,64,2023-03-10 21:24:51.219414632,4,0.05,Cartao,4,150.71134170864195,572.7030984928394,3,4
8917,4926,98,2023-03-10 22:34:56.299753320,4,0.05,PIX,3,111.71965347041201,424.53468318756563,3,4
8918,4121,80,2023-03-10 23:45:01.380092008,6,0.1,Boleto,4,177.29823160905661,957.4104506889057,3,4
8919,2513,23,2023-03-11 00:55:06.460430696,4,0.0,Cartao,2,32.81726376690922,144.3959605744006,3,5
8920,4470,186,2023-03-11 02:05:11.540769384,2,0.05,Cartao,4,34.32959871776507,71.74886132012901,3,5
8921,2244,87,2023-03-11 03:15:16.621108072,3,0.0,PIX,5,73.35241664130928,242.06297491632063,3,5
8922,2170,143,2023-03-11 04:25:21.701446768,3,0.05,Cartao,5,100.81573716654023,316.0573360171037,3,5
8923,4868,89,2023-03-11 05:35:26.781785456,3,0.0,Cartao,4,154.06296732256894,508.4077921644775,3,5
8924,4655,93,2023-03-11 06:45:31.862124144,2,0.2,PIX,5,12.799442665188062,22.52701909073099,3,5
8925,3958,100,2023-03-11 07:55:36.942462832,1,0.0,Cartao,5,16.392362942669063,18.03159923693597,3,5
8926,1233,127,2023-03-11 09:05:42.022801520,3,0.15,PIX,4,48.8050985090797,136.89830131796856,3,5
8927,3373,79,2023-03-11 10:15:47.103140208,5,0.05,Cartao,4,43.848213006712754,229.10691296007414,3,5
8928,954,101,2023-03-11 11:25:52.183478896,6,0.1,Cartao,4,102.2338209079627,607.2688961932985,3,5
8929,1539,99,2023-03-11 12:35:57.263817592,2,0.0,Boleto,4,60.24597435332988,132.54114357732576,3,5
8930,908,174,2023-03-11 13:46:02.344156280,3,0.0,PIX,4,47.01886700311626,155.16226111028368,3,5
8931,1681,39,2023-03-11 14:56:07.424494968,3,0.0,Cartao,5,169.83845961893994,560.4669167425018,3,5
8932,1910,47,2023-03-11 16:06:12.504833656,3,0.05,PayPal,4,128.41934685847997,402.5946524013347,3,5
8933,4090,37,2023-03-11 17:16:17.585172344,3,0.0,Cartao,5,48.972640668473126,161.60971420596132,3,5
8934,619,169,2023-03-11 18:26:22.665511032,5,0.1,Cartao,5,22.952080615744848,113.612799047937,3,5
8935,2789,92,2023-03-11 19:36:27.745849728,3,0.0,PayPal,5,22.22135113378709,73.3304587414974,3,5
8936,1910,173,2023-03-11 20:46:32.826188416,5,0.0,Boleto,2,22.717646304343,124.9470546738865,3,5
8937,2845,30,2023-03-11 21:56:37.906527104,3,0.0,Cartao,5,20.978757959938,69.22990126779541,3,5
8938,4302,199,2023-03-11 23:06:42.986865792,3,0.0,PIX,3,39.67387062479729,130.92377306183107,3,5
8939,4679,68,2023-03-12 00:16:48.067204480,2,0.1,Cartao,3,149.05162093820286,295.1222094576417,3,6
8940,697,7,2023-03-12 01:26:53.147543168,1,0.0,Cartao,4,83.171675284493,91.48884281294231,3,6
8941,3405,97,2023-03-12 02:36:58.227881864,7,0.05,PIX,5,113.65928694078707,831.4176839718575,3,6
8942,4304,47,2023-03-12 03:47:03.308220552,2,0.05,Cartao,4,128.41934685847997,268.3964349342231,3,6
8943,405,47,2023-03-12 04:57:08.388559240,3,0.1,PIX,4,128.41934685847997,381.4054601696855,3,6
8944,2436,79,2023-03-12 06:07:13.468897928,1,0.05,Cartao,5,43.848213006712754,45.82138259201483,3,6
8945,1511,126,2023-03-12 07:17:18.549236616,2,0.05,Cartao,5,29.907893377419807,62.507497158807396,3,6
8946,4963,99,2023-03-12 08:27:23.629575304,3,0.05,Cartao,3,60.24597435332988,188.87112959768916,3,6
8947,2319,101,2023-03-12 09:37:28.709913992,2,0.0,Boleto,5,102.2338209079627,224.91440599751795,3,6
8948,4089,188,2023-03-12 10:47:33.790252688,3,0.0,PIX,4,101.14852671932906,333.79013817378586,3,6
8949,2485,133,2023-03-12 11:57:38.870591376,4,0.05,Boleto,5,35.573127676769815,148.6956736888978,3,6
8950,858,176,2023-03-12 13:07:43.950930064,2,0.1,Boleto,4,54.00218451911889,106.92432534785542,3,6
8951,3730,87,2023-03-12 14:17:49.031268752,5,0.1,Cartao,5,73.35241664130928,363.094462374481,3,6
8952,2393,150,2023-03-12 15:27:54.111607440,3,0.0,Cartao,5,35.52292456636251,117.22565106899629,3,6
8953,4069,95,2023-03-12 16:37:59.191946128,3,0.1,Cartao,5,425.53284007466436,1263.8325350217533,3,6
8954,4283,151,2023-03-12 17:48:04.272284824,4,0.05,Cartao,4,49.97586822001959,208.8991291596819,3,6
8955,20,92,2023-03-12 18:58:09.352623512,1,0.0,Cartao,3,22.22135113378709,24.4434862471658,3,6
8956,2421,173,2023-03-12 20:08:14.432962200,2,0.1,Boleto,5,22.717646304343,44.98093968259915,3,6
8957,3027,52,2023-03-12 21:18:19.513300888,1,0.05,Boleto,5,67.0124709617887,70.02803215506918,3,6
8958,67,199,2023-03-12 22:28:24.593639576,1,0.05,Cartao,5,39.67387062479729,41.45919480291317,3,6
8959,3134,174,2023-03-12 23:38:29.673978264,4,0.0,Cartao,4,47.01886700311626,206.88301481371158,3,6
8960,3558,38,2023-03-13 00:48:34.754316952,4,0.1,PayPal,5,122.0662285200489,439.43842267217605,3,0
8961,786,168,2023-03-13 01:58:39.834655648,2,0.05,PIX,5,130.4728051733273,247.89832982932182,3,0
8962,2133,143,2023-03-13 03:08:44.914994336,2,0.0,PIX,1,100.81573716654023,201.63147433308046,3,0
8963,1430,113,2023-03-13 04:18:49.995333024,2,0.0,Cartao,5,17.66891423500304,35.33782847000608,3,0
8964,1419,197,2023-03-13 05:28:55.075671712,2,0.0,Cartao,4,81.73822748219422,163.47645496438844,3,0
8965,3691,140,2023-03-13 06:39:00.156010400,1,0.05,Cartao,4,78.14959159654056,74.24211201671353,3,0
8966,1548,77,2023-03-13 07:49:05.236349088,3,0.1,Boleto,4,80.19363653042464,216.52281863214654,3,0
8967,4272,67,2023-03-13 08:59:10.316687784,3,0.0,Cartao,5,24.34061739060765,73.02185217182296,3,0
8968,359,185,2023-03-13 10:09:15.397026472,1,0.1,Cartao,3,40.03810141835146,36.03429127651631,3,0
8969,1563,121,2023-03-13 11:19:20.477365160,4,0.15,Cartao,4,178.8211013976887,607.9917447521416,3,0
8970,4387,19,2023-03-13 12:29:25.557703848,4,0.0,Cartao,4,40.71717391865951,162.86869567463805,3,0
8971,2178,90,2023-03-13 13:39:30.638042536,4,0.0,PIX,3,60.62585827401395,242.5034330960558,3,0
8972,3811,30,2023-03-13 14:49:35.718381224,3,0.05,PIX,3,20.978757959938,59.7894601858233,3,0
8973,479,92,2023-03-13 15:59:40.798719912,2,0.1,Cartao,4,22.22135113378709,39.99843204081676,3,0
8974,648,18,2023-03-13 17:09:45.879058608,2,0.0,Cartao,3,19.213417638510652,38.426835277021304,3,0
8975,264,63,2023-03-13 18:19:50.959397296,6,0.0,Cartao,4,38.727986235793914,232.3679174147635,3,0
8976,3743,7,2023-03-13 19:29:56.039735984,2,0.0,Cartao,5,83.171675284493,166.343350568986,3,0
8977,2957,188,2023-03-13 20:40:01.120074672,2,0.05,PIX,4,101.14852671932906,192.1822007667252,3,0
8978,1562,88,2023-03-13 21:50:06.200413360,4,0.15,Boleto,4,38.999792407549556,132.5992941856685,3,0
8979,1437,116,2023-03-13 23:00:11.280752048,3,0.0,PIX,5,16.397097115246474,49.19129134573942,3,0
8980,2006,63,2023-03-14 00:10:16.361090744,3,0.0,Cartao,5,38.727986235793914,116.18395870738175,3,1
8981,3141,185,2023-03-14 01:20:21.441429432,4,0.05,PIX,4,40.03810141835146,152.14478538973555,3,1
8982,908,88,2023-03-14 02:30:26.521768120,1,0.05,Cartao,3,38.999792407549556,37.04980278717208,3,1
8983,130,75,2023-03-14 03:40:31.602106808,2,0.05,PIX,5,29.695021156718084,56.42054019776436,3,1
8984,938,123,2023-03-14 04:50:36.682445496,2,0.0,PayPal,3,11.228865560868284,22.45773112173657,3,1
8985,3719,39,2023-03-14 06:00:41.762784184,4,0.0,PayPal,4,169.83845961893994,679.3538384757597,3,1
8986,815,171,2023-03-14 07:10:46.843122880,3,0.0,Boleto,5,54.97895652250185,164.93686956750557,3,1
8987,3963,184,2023-03-14 08:20:51.923461568,4,0.05,Cartao,5,119.32818648454948,453.44710864128797,3,1
8988,3382,138,2023-03-14 09:30:57.003800256,2,0.0,PIX,5,61.92851384905333,123.85702769810666,3,1
8989,15,107,2023-03-14 10:41:02.084138944,4,0.1,Cartao,5,166.74097046283643,600.2674936662112,3,1
8990,2038,20,2023-03-14 11:51:07.164477632,3,0.05,Boleto,5,69.9195196679341,199.2706310536122,3,1
8991,3489,106,2023-03-14 13:01:12.244816320,2,0.0,Cartao,4,55.24759187451306,110.49518374902613,3,1
8992,707,192,2023-03-14 14:11:17.325155008,4,0.0,PIX,4,115.65005666048887,462.6002266419555,3,1
8993,703,167,2023-03-14 15:21:22.405493704,2,0.0,Cartao,4,33.60817574534895,67.2163514906979,3,1
8994,4842,99,2023-03-14 16:31:27.485832392,5,0.05,Cartao,3,60.24597435332988,286.1683781783169,3,1
8995,4132,115,2023-03-14 17:41:32.566171080,2,0.15,Cartao,5,124.46779017029083,211.5952432894944,3,1
8996,4843,156,2023-03-14 18:51:37.646509768,2,0.0,Cartao,4,32.76738545515761,65.53477091031522,3,1
8997,2556,158,2023-03-14 20:01:42.726848456,3,0.1,Boleto,5,66.53689055921816,179.64960450988906,3,1
8998,4742,58,2023-03-14 21:11:47.807187144,3,0.05,Boleto,5,10.3134849941049,29.393432233198965,3,1
8999,2987,70,2023-03-14 22:21:52.887525840,2,0.0,Cartao,2,179.5589516211935,359.117903242387,3,1
9000,3940,62,2023-03-14 23:31:57.967864528,3,0.05,Cartao,5,10.153960289033549,28.938786823745613,3,1
9001,4952,129,2023-03-15 00:42:03.048203216,2,0.1,Cartao,5,63.5369604354573,114.36652878382314,3,2
9002,3339,196,2023-03-15 01:52:08.128541904,2,0.0,Cartao,4,80.63270891960313,161.26541783920626,3,2
9003,517,153,2023-03-15 03:02:13.208880592,3,0.15,PIX,2,27.974493617015447,71.33495872338939,3,2
9004,798,167,2023-03-15 04:12:18.289219280,1,0.05,Cartao,4,33.60817574534895,31.927766958081502,3,2
9005,485,139,2023-03-15 05:22:23.369557968,4,0.0,Cartao,4,64.8238527988364,259.2954111953456,3,2
9006,3675,59,2023-03-15 06:32:28.449896664,3,0.05,Cartao,5,101.052038619618,287.9983100659113,3,2
9007,2712,165,2023-03-15 07:42:33.530235352,1,0.1,Boleto,5,100.62897269630639,90.56607542667575,3,2
9008,443,157,2023-03-15 08:52:38.610574040,3,0.05,PayPal,4,87.73385566746276,250.04148865226887,3,2
9009,1654,98,2023-03-15 10:02:43.690912728,1,0.05,Cartao,5,111.71965347041201,106.13367079689141,3,2
9010,1014,82,2023-03-15 11:12:48.771251416,5,0.0,PIX,4,23.88072899594696,119.40364497973479,3,2
9011,963,137,2023-03-15 12:22:53.851590104,3,0.05,Boleto,5,95.00552757023793,270.7657535751781,3,2
9012,573,46,2023-03-15 13:32:58.931928800,5,0.0,Cartao,5,302.730482076948,1513.65241038474,3,2
9013,4454,137,2023-03-15 14:43:04.012267488,3,0.0,Cartao,5,95.00552757023793,285.0165827107138,3,2
9014,4717,193,2023-03-15 15:53:09.092606176,2,0.05,Cartao,3,27.052496834176047,51.39974398493449,3,2
9015,1831,71,2023-03-15 17:03:14.172944864,5,0.0,Cartao,5,100.45358280461772,502.2679140230886,3,2
9016,3843,103,2023-03-15 18:13:19.253283552,4,0.0,Cartao,5,87.90014881876334,351.60059527505337,3,2
9017,4902,42,2023-03-15 19:23:24.333622240,3,0.05,Cartao,5,269.2930184243128,767.4851025092913,3,2
9018,816,162,2023-03-15 20:33:29.413960936,2,0.05,Boleto,3,22.154397211327222,42.09335470152172,3,2
9019,3672,28,2023-03-15 21:43:34.494299624,5,0.1,Boleto,5,24.416776369051423,109.87549366073141,3,2
9020,2537,100,2023-03-15 22:53:39.574638312,2,0.1,Boleto,5,16.392362942669063,29.506253296804314,3,2
9021,1211,61,2023-03-16 00:03:44.654977000,4,0.0,PIX,1,64.87174356219164,259.48697424876656,3,3
9022,3135,40,2023-03-16 01:13:49.735315688,5,0.0,PIX,5,130.20201470999353,651.0100735499677,3,3
9023,555,182,2023-03-16 02:23:54.815654376,1,0.0,PIX,5,102.00615110574556,102.00615110574556,3,3
9024,2793,59,2023-03-16 03:33:59.895993064,3,0.05,Boleto,4,101.052038619618,287.9983100659113,3,3
9025,4921,173,2023-03-16 04:44:04.976331760,3,0.0,Cartao,3,22.717646304343,68.152938913029,3,3
9026,4063,167,2023-03-16 05:54:10.056670448,4,0.1,PIX,5,33.60817574534895,120.98943268325623,3,3
9027,3766,170,2023-03-16 07:04:15.137009136,2,0.0,Boleto,3,123.06047406185569,246.12094812371137,3,3
9028,4303,139,2023-03-16 08:14:20.217347824,2,0.15,PIX,4,64.8238527988364,110.20054975802188,3,3
9029,1265,166,2023-03-16 09:24:25.297686512,2,0.1,Boleto,1,33.04297823943153,59.47736083097675,3,3
9030,894,57,2023-03-16 10:34:30.378025200,1,0.15,Cartao,4,148.00765036724067,125.80650281215456,3,3
9031,2173,123,2023-03-16 11:44:35.458363896,2,0.0,Cartao,5,11.228865560868284,22.45773112173657,3,3
9032,2305,140,2023-03-16 12:54:40.538702584,3,0.0,PIX,5,78.14959159654056,234.44877478962167,3,3
9033,3164,170,2023-03-16 14:04:45.619041272,4,0.15,Cartao,3,123.06047406185569,418.4056118103093,3,3
9034,4833,191,2023-03-16 15:14:50.699379960,2,0.2,Cartao,5,100.12360467555774,160.1977674808924,3,3
9035,3959,137,2023-03-16 16:24:55.779718648,3,0.0,PayPal,2,95.00552757023793,285.0165827107138,3,3
9036,4384,150,2023-03-16 17:35:00.860057336,4,0.05,PIX,5,35.52292456636251,134.98711335217754,3,3
9037,1239,166,2023-03-16 18:45:05.940396024,4,0.0,Cartao,5,33.04297823943153,132.1719129577261,3,3
9038,1818,57,2023-03-16 19:55:11.020734720,2,0.1,Cartao,4,148.00765036724067,266.4137706610332,3,3
9039,767,67,2023-03-16 21:05:16.101073408,1,0.0,Cartao,4,24.34061739060765,24.34061739060765,3,3
9040,2560,30,2023-03-16 22:15:21.181412096,2,0.05,PayPal,4,20.978757959938,39.8596401238822,3,3
9041,573,121,2023-03-16 23:25:26.261750784,4,0.0,PayPal,4,178.8211013976887,715.2844055907548,3,3
9042,4464,154,2023-03-17 00:35:31.342089472,2,0.0,Cartao,4,59.874062165308146,119.74812433061629,3,4
9043,2333,200,2023-03-17 01:45:36.422428160,2,0.05,Cartao,5,81.45023600148582,154.75544840282305,3,4
9044,2111,54,2023-03-17 02:55:41.502766856,3,0.05,PIX,3,58.76027528762599,167.46678456973407,3,4
9045,4742,32,2023-03-17 04:05:46.583105544,2,0.05,PIX,4,132.01005689923093,250.81910810853876,3,4
9046,751,22,2023-03-17 05:15:51.663444232,6,0.05,Cartao,4,107.89218831385797,614.9854733889904,3,4
9047,2812,136,2023-03-17 06:25:56.743782920,5,0.0,Cartao,5,30.15325332576214,150.7662666288107,3,4
9048,4457,109,2023-03-17 07:36:01.824121608,2,0.1,Boleto,4,104.83135323158791,188.69643581685824,3,4
9049,3555,66,2023-03-17 08:46:06.904460296,1,0.05,Cartao,5,17.782019630841017,16.892918649298966,3,4
9050,2419,14,2023-03-17 09:56:11.984798984,4,0.0,Cartao,4,220.76206295006904,883.0482518002761,3,4
9051,2989,133,2023-03-17 11:06:17.065137680,5,0.1,Boleto,5,35.573127676769815,160.07907454546418,3,4
9052,855,13,2023-03-17 12:16:22.145476368,6,0.0,PIX,5,74.21176086025427,445.2705651615256,3,4
9053,2851,87,2023-03-17 13:26:27.225815056,4,0.1,PIX,4,73.35241664130928,264.0686999087134,3,4
9054,3380,124,2023-03-17 14:36:32.306153744,7,0.1,PIX,4,78.80556018907903,496.47502919119785,3,4
9055,194,77,2023-03-17 15:46:37.386492432,2,0.05,Cartao,5,80.19363653042464,152.36790940780682,3,4
9056,1578,83,2023-03-17 16:56:42.466831120,5,0.05,Boleto,4,11.97715130872814,56.89146871645866,3,4
9057,1481,24,2023-03-17 18:06:47.547169816,2,0.2,Cartao,4,77.95904339227732,124.73446942764372,3,4
9058,4429,35,2023-03-17 19:16:52.627508504,1,0.0,Cartao,5,50.105321836055715,50.105321836055715,3,4
9059,747,68,2023-03-17 20:26:57.707847192,2,0.05,PIX,5,149.05162093820286,283.1980797825854,3,4
9060,4962,154,2023-03-17 21:37:02.788185880,3,0.0,Cartao,3,59.874062165308146,179.62218649592444,3,4
9061,3088,74,2023-03-17 22:47:07.868524568,6,0.1,Cartao,5,35.32996703097761,190.78182196727911,3,4
9062,4741,166,2023-03-17 23:57:12.948863256,6,0.05,Cartao,5,33.04297823943153,188.34497596475967,3,4
9063,150,34,2023-03-18 01:07:18.029201952,4,0.0,Cartao,4,53.641627469647965,236.02316086645106,3,5
9064,3866,34,2023-03-18 02:17:23.109540640,6,0.05,PIX,5,53.641627469647965,336.33300423469274,3,5
9065,4898,19,2023-03-18 03:27:28.189879328,5,0.05,Cartao,4,40.71717391865951,212.74723372499597,3,5
9066,4978,3,2023-03-18 04:37:33.270218016,4,0.0,Boleto,3,161.7423405161777,711.666298271182,3,5
9067,2329,116,2023-03-18 05:47:38.350556704,3,0.0,PIX,3,16.397097115246474,54.11042048031337,3,5
9068,1676,36,2023-03-18 06:57:43.430895392,5,0.0,Boleto,5,86.08705738668456,473.47881562676514,3,5
9069,2587,4,2023-03-18 08:07:48.511234080,2,0.0,Boleto,5,22.962554679951594,50.517620295893515,3,5
9070,2390,122,2023-03-18 09:17:53.591572776,4,0.1,Cartao,3,60.55731443835675,239.80696517589274,3,5
9071,674,154,2023-03-18 10:27:58.671911464,3,0.0,Boleto,2,59.874062165308146,197.5844051455169,3,5
9072,3702,131,2023-03-18 11:38:03.752250152,4,0.15,Cartao,5,169.82072708720415,635.1295193061436,3,5
9073,1361,128,2023-03-18 12:48:08.832588840,2,0.0,PIX,5,43.99623474484525,96.79171643865956,3,5
9074,3067,177,2023-03-18 13:58:13.912927528,4,0.1,Cartao,4,113.73195362413249,450.3785363515647,3,5
9075,3147,9,2023-03-18 15:08:18.993266216,1,0.0,Cartao,3,12.43664425173494,13.680308676908435,3,5
9076,3618,46,2023-03-18 16:18:24.073604912,7,0.2,Cartao,5,302.730482076948,1864.8197695939998,3,5
9077,3068,194,2023-03-18 17:28:29.153943600,3,0.1,PayPal,4,117.76125814169451,349.75093668083275,3,5
9078,2163,14,2023-03-18 18:38:34.234282288,3,0.05,PIX,5,220.76206295006904,692.0890673484664,3,5
9079,1445,3,2023-03-18 19:48:39.314620976,2,0.1,Cartao,4,161.7423405161777,320.2498342220319,3,5
9080,4026,2,2023-03-18 20:58:44.394959664,2,0.1,Cartao,5,95.58519870822748,189.25869344229042,3,5
9081,2161,86,2023-03-18 22:08:49.475298352,5,0.2,Cartao,4,101.58119865176596,446.95727406777024,3,5
9082,3354,161,2023-03-18 23:18:54.555637040,3,0.0,PIX,5,20.764884896342735,68.52412015793104,3,5
9083,4820,100,2023-03-19 00:28:59.635975736,2,0.05,Cartao,3,16.392362942669063,34.26003855017834,3,6
9084,1771,138,2023-03-19 01:39:04.716314424,2,0.0,Boleto,5,61.92851384905333,136.24273046791734,3,6
9085,4545,111,2023-03-19 02:49:09.796653112,7,0.0,Cartao,3,105.25940877816859,810.4974475918982,3,6
9086,1703,53,2023-03-19 03:59:14.876991800,2,0.05,Cartao,3,180.11684728541613,376.44421082651974,3,6
9087,195,172,2023-03-19 05:09:19.957330488,2,0.05,Cartao,4,29.296551482507518,61.22979259844072,3,6
9088,575,166,2023-03-19 06:19:25.037669176,2,0.1,PayPal,5,33.04297823943153,65.42509691407443,3,6
9089,2630,149,2023-03-19 07:29:30.118007872,1,0.0,PIX,4,23.11361652771761,25.424978180489372,3,6
9090,4687,163,2023-03-19 08:39:35.198346560,2,0.05,PIX,5,41.923064259645734,87.6192043026596,3,6
9091,4644,195,2023-03-19 09:49:40.278685248,3,0.15,PIX,5,60.169506576450495,168.77546594694365,3,6
9092,389,83,2023-03-19 10:59:45.359023936,4,0.0,PIX,5,11.97715130872814,52.69946575840382,3,6
9093,1753,22,2023-03-19 12:09:50.439362624,4,0.0,Boleto,5,107.89218831385797,474.7256285809751,3,6
9094,661,20,2023-03-19 13:19:55.519701312,1,0.0,Cartao,5,69.9195196679341,76.91147163472752,3,6
9095,2833,100,2023-03-19 14:30:00.600040000,3,0.0,Cartao,4,16.392362942669063,54.09479771080791,3,6
9096,4630,110,2023-03-19 15:40:05.680378696,3,0.0,Cartao,5,145.72531709283768,480.89354640636435,3,6
9097,297,68,2023-03-19 16:50:10.760717384,4,0.0,Cartao,5,149.05162093820286,655.8271321280927,3,6
9098,331,96,2023-03-19 18:00:15.841056072,3,0.1,Cartao,3,80.96081144378063,240.4536099880285,3,6
9099,3850,8,2023-03-19 19:10:20.921394760,1,0.0,Cartao,4,122.8612155486089,135.1473371034698,3,6
9100,4951,51,2023-03-19 20:20:26.001733448,4,0.0,PIX,5,138.71839924447593,610.3609566756942,3,6
9101,1285,154,2023-03-19 21:30:31.082072136,3,0.1,Boleto,4,59.874062165308146,177.82596463096522,3,6
9102,1079,51,2023-03-19 22:40:36.162410832,3,0.0,Cartao,5,138.71839924447593,457.77071750677067,3,6
9103,875,193,2023-03-19 23:50:41.242749520,4,0.0,PIX,2,27.052496834176047,119.03098607037461,3,6
9104,3867,154,2023-03-20 01:00:46.323088208,3,0.1,PayPal,5,59.874062165308146,161.659967846332,3,0
9105,4838,47,2023-03-20 02:10:51.403426896,2,0.1,Cartao,3,128.41934685847997,231.15482434526396,3,0
9106,2686,43,2023-03-20 03:20:56.483765584,6,0.0,Cartao,5,22.72460702992212,136.34764217953273,3,0
9107,2490,137,2023-03-20 04:31:01.564104272,3,0.0,Cartao,5,95.00552757023793,285.0165827107138,3,0
9108,1586,163,2023-03-20 05:41:06.644442968,5,0.0,Cartao,5,41.923064259645734,209.61532129822868,3,0
9109,3808,147,2023-03-20 06:51:11.724781656,1,0.1,PIX,4,47.7241819926608,42.951763793394726,3,0
9110,2941,176,2023-03-20 08:01:16.805120344,3,0.1,Boleto,5,54.00218451911889,145.805898201621,3,0
9111,4487,80,2023-03-20 09:11:21.885459032,4,0.05,Cartao,4,177.29823160905661,673.7332801144152,3,0
9112,4469,156,2023-03-20 10:21:26.965797720,2,0.0,Cartao,4,32.76738545515761,65.53477091031522,3,0
9113,1503,3,2023-03-20 11:31:32.046136408,4,0.1,PIX,5,161.7423405161777,582.2724258582398,3,0
9114,746,146,2023-03-20 12:41:37.126475096,3,0.15,Boleto,4,83.43932595224732,212.77028117823065,3,0
9115,2613,13,2023-03-20 13:51:42.206813792,3,0.1,PIX,5,74.21176086025427,200.37175432268654,3,0
9116,1509,155,2023-03-20 15:01:47.287152480,2,0.0,PIX,2,37.571297258707595,75.14259451741519,3,0
9117,1771,40,2023-03-20 16:11:52.367491168,1,0.15,PIX,5,130.20201470999353,110.6717125034945,3,0
9118,3780,39,2023-03-20 17:21:57.447829856,5,0.05,Cartao,4,169.83845961893994,806.7326831899646,3,0
9119,1962,58,2023-03-20 18:32:02.528168544,2,0.0,Cartao,5,10.3134849941049,20.6269699882098,3,0
9120,1596,57,2023-03-20 19:42:07.608507232,5,0.0,Cartao,4,148.00765036724067,740.0382518362034,3,0
9121,4781,24,2023-03-20 20:52:12.688845928,4,0.1,Cartao,5,77.95904339227732,280.65255621219836,3,0
9122,2534,119,2023-03-20 22:02:17.769184616,2,0.1,Cartao,3,10.0,18.0,3,0
9123,3659,22,2023-03-20 23:12:22.849523304,3,0.05,Cartao,5,107.89218831385797,307.4927366944952,3,0
9124,466,51,2023-03-21 00:22:27.929861992,3,0.0,PIX,5,138.71839924447593,416.1551977334278,3,1
9125,2070,76,2023-03-21 01:32:33.010200680,2,0.0,Cartao,4,70.37219485174055,140.7443897034811,3,1
9126,2444,166,2023-03-21 02:42:38.090539368,4,0.0,Boleto,5,33.04297823943153,132.1719129577261,3,1
9127,1233,127,2023-03-21 03:52:43.170878056,4,0.0,PIX,5,48.8050985090797,195.2203940363188,3,1
9128,145,61,2023-03-21 05:02:48.251216752,3,0.05,Boleto,4,64.87174356219164,184.88446915224617,3,1
9129,2353,49,2023-03-21 06:12:53.331555440,3,0.1,Cartao,5,119.56450944827765,322.8241755103497,3,1
9130,1808,23,2023-03-21 07:22:58.411894128,3,0.05,PIX,5,32.81726376690922,93.52920173569127,3,1
9131,3049,4,2023-03-21 08:33:03.492232816,3,0.1,Cartao,5,22.962554679951594,61.998897635869305,3,1
9132,4043,76,2023-03-21 09:43:08.572571504,2,0.05,Cartao,4,70.37219485174055,133.70717021830703,3,1
9133,4140,37,2023-03-21 10:53:13.652910192,4,0.0,PIX,4,48.972640668473126,195.8905626738925,3,1
9134,4203,93,2023-03-21 12:03:18.733248888,4,0.0,PIX,4,12.799442665188062,51.19777066075225,3,1
9135,4246,134,2023-03-21 13:13:23.813587576,2,0.0,Cartao,4,169.71256359437055,339.4251271887411,3,1
9136,1288,156,2023-03-21 14:23:28.893926264,4,0.05,Cartao,4,32.76738545515761,124.51606472959891,3,1
9137,110,136,2023-03-21 15:33:33.974264952,3,0.05,Cartao,5,30.15325332576214,85.9367719784221,3,1
9138,4846,148,2023-03-21 16:43:39.054603640,2,0.0,PIX,4,46.119815081995306,92.23963016399061,3,1
9139,4820,144,2023-03-21 17:53:44.134942328,5,0.0,Cartao,5,53.31107357777261,266.55536788886303,3,1
9140,2791,141,2023-03-21 19:03:49.215281024,6,0.0,Boleto,5,39.223611837797,235.34167102678202,3,1
9141,4424,79,2023-03-21 20:13:54.295619712,3,0.0,PIX,4,43.848213006712754,131.54463902013828,3,1
9142,862,62,2023-03-21 21:23:59.375958400,3,0.1,Boleto,5,10.153960289033549,27.415692780390582,3,1
9143,461,111,2023-03-21 22:34:04.456297088,4,0.0,PIX,4,105.25940877816859,421.03763511267437,3,1
9144,1105,194,2023-03-21 23:44:09.536635776,3,0.05,PayPal,5,117.76125814169451,335.61958570382933,3,1
9145,744,120,2023-03-22 00:54:14.616974464,2,0.05,Cartao,4,77.27297915183716,146.8186603884906,3,2
9146,2411,53,2023-03-22 02:04:19.697313152,5,0.2,PIX,5,180.11684728541613,720.4673891416646,3,2
9147,3793,122,2023-03-22 03:14:24.777651848,2,0.05,Cartao,4,60.55731443835675,115.05889743287781,3,2
9148,4994,28,2023-03-22 04:24:29.857990536,2,0.05,Cartao,5,24.416776369051423,46.3918751011977,3,2
9149,443,18,2023-03-22 05:34:34.938329224,3,0.0,Cartao,4,19.213417638510652,57.64025291553196,3,2
9150,1834,7,2023-03-22 06:44:40.018667912,2,0.1,Cartao,1,83.171675284493,149.7090155120874,3,2
9151,886,21,2023-03-22 07:54:45.099006600,5,0.0,PIX,4,202.2700335438328,1011.350167719164,3,2
9152,3605,41,2023-03-22 09:04:50.179345288,2,0.0,Boleto,5,31.77602126750998,63.55204253501996,3,2
9153,4357,167,2023-03-22 10:14:55.259683984,3,0.05,Cartao,5,33.60817574534895,95.78330087424452,3,2
9154,4376,108,2023-03-22 11:25:00.340022672,1,0.1,Boleto,3,69.62143919728354,62.65929527755518,3,2
9155,3222,138,2023-03-22 12:35:05.420361360,4,0.0,Cartao,3,61.92851384905333,247.71405539621333,3,2
9156,152,31,2023-03-22 13:45:10.500700048,2,0.1,PIX,4,48.55306624192414,87.39551923546345,3,2
