cliente_id,idade,genero,cidade,renda_mensal,tipo_cliente,data_cadastro
2205,23,F,Sao Paulo,1492.9228110416652,Regular,2021-10-06 03:18:11.018203648
2206,40,F,Curitiba,1046.713975572648,Regular,2021-10-06 10:19:02.148429688
2207,52,F,Recife,6336.243887330389,Regular,2021-10-06 17:19:53.278655736
2208,39,F,Sao Paulo,3849.534948971669,VIP,2021-10-07 00:20:44.408881784
2209,31,M,Curitiba,4037.4355366960267,Regular,2021-10-07 07:21:35.539107824
2210,34,F,Porto Alegre,1739.914952580076,VIP,2021-10-07 14:22:26.669333872
2211,19,F,Rio de Janeiro,4310.30536843624,Novo,2021-10-07 21:23:17.799559920
2212,42,M,Salvador,3420.781606248635,Novo,2021-10-08 04:24:08.929785960
2213,45,M,Rio de Janeiro,1349.9680588963613,Regular,2021-10-08 11:25:00.060012008
2214,29,M,Rio de Janeiro,6076.242093450495,Novo,2021-10-08 18:25:51.190238048
2215,29,F,Porto Alegre,3227.1080087146397,Regular,2021-10-09 01:26:42.320464096
2216,38,M,Belo Horizonte,2445.3853991722135,Regular,2021-10-09 08:27:33.450690144
2217,29,F,Curitiba,2467.6094501164944,Regular,2021-10-09 15:28:24.580916184
2218,34,M,Salvador,1088.3184170015995,Regular,2021-10-09 22:29:15.711142232
2219,60,M,Manaus,4010.488365591278,VIP,2021-10-10 05:30:06.841368280
2220,32,F,Porto Alegre,3397.9534524453875,Regular,2021-10-10 12:30:57.971594320
2221,30,M,Belo Horizonte,2705.277932883037,Novo,2021-10-10 19:31:49.101820368
2222,27,F,Porto Alegre,5649.0496345949,Regular,2021-10-11 02:32:40.232046416
2223,43,F,Belo Horizonte,1492.29501209207,Novo,2021-10-11 09:33:31.362272456
2224,32,F,Rio de Janeiro,2211.91461662076,Novo,2021-10-11 16:34:22.492498504
2225,27,M,Fortaleza,1948.8522189987252,Regular,2021-10-11 23:35:13.622724552
2226,50,F,Fortaleza,2593.0822631293004,Regular,2021-10-12 06:36:04.752950592
2227,52,F,Sao Paulo,3083.2361198024782,Novo,2021-10-12 13:36:55.883176640
2228,27,F,Manaus,3696.0012165168023,Regular,2021-10-12 20:37:47.013402688
2229,12,F,Salvador,2506.1757719705915,Regular,2021-10-13 03:38:38.143628728
2230,47,F,Belo Horizonte,1922.3854820905856,Novo,2021-10-13 10:39:29.273854776
2231,26,F,Curitiba,6925.762788027981,Regular,2021-10-13 17:40:20.404080824
2232,44,F,Rio de Janeiro,9954.899249896878,Regular,2021-10-14 00:41:11.534306864
2233,11,M,Recife,3202.3600607573603,Regular,2021-10-14 07:42:02.664532912
2234,45,M,Curitiba,2041.846483646962,Regular,2021-10-14 14:42:53.794758960
2235,20,M,Curitiba,6233.710781487724,Novo,2021-10-14 21:43:44.924985000
2236,43,M,Belo Horizonte,1446.0940568521537,Novo,2021-10-15 04:44:36.055211048
2237,35,M,Salvador,2521.5103284149823,Novo,2021-10-15 11:45:27.185437088
2238,23,M,Rio de Janeiro,2104.727900470598,Regular,2021-10-15 18:46:18.315663136
2239,30,F,Rio de Janeiro,1669.4211436827404,Novo,2021-10-16 01:47:09.445889184
2240,43,M,Salvador,2591.4889755475397,Novo,2021-10-16 08:48:00.576115224
2241,36,F,Fortaleza,1935.099374378238,Novo,2021-10-16 15:48:51.706341272
2242,42,M,Brasilia,2999.8789957126446,Regular,2021-10-16 22:49:42.836567320
2243,58,M,Sao Paulo,3021.7414517734383,Novo,2021-10-17 05:50:33.966793360
2244,16,M,Porto Alegre,2184.919223592996,Regular,2021-10-17 12:51:25.097019408
2245,54,M,Sao Paulo,2476.8511174878927,Regular,2021-10-17 19:52:16.227245456
2246,36,F,Fortaleza,2655.997358481348,Regular,2021-10-18 02:53:07.357471496
2247,24,F,Belo Horizonte,4469.013771808983,Novo,2021-10-18 09:53:58.487697544
2248,19,M,Belo Horizonte,2767.737004692345,Novo,2021-10-18 16:54:49.617923592
2249,32,M,Manaus,4502.332480143021,Regular,2021-10-18 23:55:40.748149632
2250,46,M,Sao Paulo,3995.430019281771,VIP,2021-10-19 06:56:31.878375680
2251,33,F,Sao Paulo,3966.999714122282,Regular,2021-10-19 13:57:23.008601728
2252,53,F,Porto Alegre,5966.543050620305,Novo,2021-10-19 20:58:14.138827768
2253,17,F,Belo Horizonte,1703.2688899533425,Novo,2021-10-20 03:59:05.269053816
2254,34,F,Curitiba,2352.9107244478496,Regular,2021-10-20 10:59:56.399279864
2255,19,F,Sao Paulo,7198.6544108010885,Regular,2021-10-20 18:00:47.529505904
2256,39,M,Porto Alegre,2621.080063289933,Regular,2021-10-21 01:01:38.659731952
2257,45,M,Salvador,1000.0,Regular,2021-10-21 08:02:29.789957992
2258,29,F,Recife,2693.2820677807495,VIP,2021-10-21 15:03:20.920184040
2259,3,F,Salvador,3189.0226358305654,Regular,2021-10-21 22:04:12.050410088
2260,37,F,Porto Alegre,1000.0,Regular,2021-10-22 05:05:03.180636128
2261,40,F,Curitiba,5807.862139691868,Regular,2021-10-22 12:05:54.310862176
2262,39,M,Manaus,2086.292336890993,Regular,2021-10-22 19:06:45.441088224
2263,49,F,Belo Horizonte,3513.196400906901,Regular,2021-10-23 02:07:36.571314264
2264,22,F,Manaus,2662.4691612672405,Regular,2021-10-23 09:08:27.701540312
2265,43,M,Manaus,1565.286714578582,Regular,2021-10-23 16:09:18.831766360
2266,49,F,Porto Alegre,1745.4120397288293,Novo,2021-10-23 23:10:09.961992400
2267,13,F,Belo Horizonte,1867.6917363173718,Regular,2021-10-24 06:11:01.092218448
2268,38,M,Rio de Janeiro,5129.871835871536,Regular,2021-10-24 13:11:52.222444496
2269,28,M,Recife,2768.9706010710147,Regular,2021-10-24 20:12:43.352670536
2270,34,M,Sao Paulo,2296.3294635534567,Novo,2021-10-25 03:13:34.482896584
2271,39,F,Manaus,1868.1343605751463,Regular,2021-10-25 10:14:25.613122632
2272,29,M,Salvador,5421.21430451213,Novo,2021-10-25 17:15:16.743348672
2273,26,F,Rio de Janeiro,6198.735733335739,Regular,2021-10-26 00:16:07.873574720
2274,35,F,Rio de Janeiro,5390.384242272385,Regular,2021-10-26 07:16:59.003800768
2275,21,M,Curitiba,3813.1796335917356,Novo,2021-10-26 14:17:50.134026808
2276,21,F,Manaus,3445.812555956583,Novo,2021-10-26 21:18:41.264252856
2277,43,F,Manaus,1622.999226636558,Regular,2021-10-27 04:19:32.394478904
2278,21,M,Brasilia,2636.191225069934,Novo,2021-10-27 11:20:23.524704944
2279,42,M,Porto Alegre,2117.666170557479,VIP,2021-10-27 18:21:14.654930992
2280,40,F,Curitiba,1196.6053422945065,Regular,2021-10-28 01:22:05.785157032
2281,14,F,Rio de Janeiro,5056.964644121753,Novo,2021-10-28 08:22:56.915383080
2282,26,M,Rio de Janeiro,2105.0300610615827,Regular,2021-10-28 15:23:48.045609128
2283,49,M,Brasilia,5420.649676253163,Novo,2021-10-28 22:24:39.175835168
2284,23,M,Sao Paulo,4632.598405631597,Regular,2021-10-29 05:25:30.306061216
2285,29,F,Fortaleza,3937.7272207132,Regular,2021-10-29 12:26:21.436287264
2286,40,M,Salvador,4049.8779987506828,VIP,2021-10-29 19:27:12.566513304
2287,44,F,Fortaleza,2191.5033729496313,Regular,2021-10-30 02:28:03.696739352
2288,31,F,Manaus,7547.148400840452,Regular,2021-10-30 09:28:54.826965400
2289,27,M,Belo Horizonte,3045.93354316222,Novo,2021-10-30 16:29:45.957191440
2290,52,F,Curitiba,3466.7257603100466,Regular,2021-10-30 23:30:37.087417488
2291,55,M,Manaus,2154.8186227461915,Regular,2021-10-31 06:31:28.217643536
2292,46,F,Sao Paulo,1871.353733518762,Regular,2021-10-31 13:32:19.347869576
2293,36,M,Fortaleza,3784.4203282408384,Novo,2021-10-31 20:33:10.478095624
2294,25,F,Manaus,3323.4435823639183,Regular,2021-11-01 03:34:01.608321672
2295,25,F,Salvador,2008.8622922574914,Novo,2021-11-01 10:34:52.738547712
2296,41,M,Rio de Janeiro,1452.1298802789115,Regular,2021-11-01 17:35:43.868773760
2297,40,M,Porto Alegre,1579.7761777528265,Regular,2021-11-02 00:36:34.998999808
2298,51,M,Recife,5421.169567657119,Regular,2021-11-02 07:37:26.129225848
2299,42,M,Manaus,2193.7618582616533,Novo,2021-11-02 14:38:17.259451896
2300,16,F,Sao Paulo,2516.3022132528026,Regular,2021-11-02 21:39:08.389677936
2301,47,F,Curitiba,6155.923877964856,Novo,2021-11-03 04:39:59.519903984
2302,23,M,Belo Horizonte,1700.9202706590406,VIP,2021-11-03 11:40:50.650130032
2303,30,F,Salvador,2072.4827985949996,Novo,2021-11-03 18:41:41.780356072
2304,38,F,Brasilia,2029.6458236785147,VIP,2021-11-04 01:42:32.910582120
2305,58,F,Sao Paulo,6694.450915072227,Regular,2021-11-04 08:43:24.040808168
2306,72,M,Fortaleza,8076.321195840152,Regular,2021-11-04 15:44:15.171034208
2307,42,M,Porto Alegre,4340.659667661524,Novo,2021-11-04 22:45:06.301260256
2308,32,M,Fortaleza,4410.275164519932,Regular,2021-11-05 05:45:57.431486304
2309,41,F,Rio de Janeiro,2230.146368889763,Regular,2021-11-05 12:46:48.561712344
2310,45,M,Porto Alegre,7892.468611747723,Regular,2021-11-05 19:47:39.691938392
2311,31,M,Fortaleza,3407.888353125092,Novo,2021-11-06 02:48:30.822164440
2312,56,M,Curitiba,4566.741145391223,VIP,2021-11-06 09:49:21.952390480
2313,37,F,Fortaleza,2827.752571000045,VIP,2021-11-06 16:50:13.082616528
2314,40,M,Salvador,2607.0737593372305,Regular,2021-11-06 23:51:04.212842576
2315,42,M,Salvador,6846.693608240855,Regular,2021-11-07 06:51:55.343068616
2316,40,M,Recife,3904.4095211578524,Regular,2021-11-07 13:52:46.473294664
2317,45,M,Fortaleza,6159.111016040259,Regular,2021-11-07 20:53:37.603520712
2318,27,F,Curitiba,3386.8788595228666,Novo,2021-11-08 03:54:28.733746752
2319,28,M,Curitiba,1950.4526089685562,Regular,2021-11-08 10:55:19.863972800
2320,21,M,Manaus,2226.81709576905,Regular,2021-11-08 17:56:10.994198848
2321,40,F,Belo Horizonte,3138.4446482535113,Novo,2021-11-09 00:57:02.124424888
2322,44,M,Porto Alegre,2179.280143783309,Regular,2021-11-09 07:57:53.254650936
2323,40,M,Sao Paulo,1713.4587983109125,Regular,2021-11-09 14:58:44.384876976
2324,55,F,Brasilia,5435.509372166002,Novo,2021-11-09 21:59:35.515103024
2325,34,M,Porto Alegre,2270.0677698476456,Novo,2021-11-10 05:00:26.645329072
2326,43,M,Porto Alegre,3194.2141492942733,Regular,2021-11-10 12:01:17.775555112
2327,21,M,Rio de Janeiro,3456.69011119841,Novo,2021-11-10 19:02:08.905781160
2328,30,F,Porto Alegre,2221.467821725029,Novo,2021-11-11 02:03:00.036007208
2329,43,F,Rio de Janeiro,6157.337463600948,Regular,2021-11-11 09:03:51.166233248
2330,45,F,Manaus,1705.185394183273,Regular,2021-11-11 16:04:42.296459296
2331,31,F,Belo Horizonte,3397.5594084062827,Regular,2021-11-11 23:05:33.426685344
2332,34,M,Curitiba,3371.3173539810064,Regular,2021-11-12 06:06:24.556911384
2333,16,M,Recife,2901.1796193698196,Regular,2021-11-12 13:07:15.687137432
2334,30,F,Curitiba,1558.6006732445037,Regular,2021-11-12 20:08:06.817363480
2335,45,F,Fortaleza,4607.35296037787,VIP,2021-11-13 03:08:57.947589520
2336,41,M,Brasilia,4323.218103011716,Novo,2021-11-13 10:09:49.077815568
2337,41,F,Belo Horizonte,2126.463894485779,Novo,2021-11-13 17:10:40.208041616
2338,35,M,Belo Horizonte,4246.046542102509,VIP,2021-11-14 00:11:31.338267656
2339,35,M,Manaus,3595.5557328674327,VIP,2021-11-14 07:12:22.468493704
2340,27,M,Brasilia,1571.3555403451978,Novo,2021-11-14 14:13:13.598719752
2341,43,M,Fortaleza,1945.0355678823598,Novo,2021-11-14 21:14:04.728945792
2342,40,F,Fortaleza,5266.602372107746,Regular,2021-11-15 04:14:55.859171840
2343,40,F,Recife,3479.723419904186,Novo,2021-11-15 11:15:46.989397888
2344,28,M,Sao Paulo,2248.1176096267354,Regular,2021-11-15 18:16:38.119623928
2345,9,M,Curitiba,1940.6185751676037,Novo,2021-11-16 01:17:29.249849976
2346,48,F,Porto Alegre,2303.7720975798134,Novo,2021-11-16 08:18:20.380076016
2347,29,M,Brasilia,2386.9226832723734,Regular,2021-11-16 15:19:11.510302064
2348,24,F,Fortaleza,1952.7979780848618,VIP,2021-11-16 22:20:02.640528112
2349,43,M,Fortaleza,1247.7758729367483,Regular,2021-11-17 05:20:53.770754152
2350,30,F,Sao Paulo,5271.1648074819295,Regular,2021-11-17 12:21:44.900980200
2351,47,M,Belo Horizonte,4843.131701860502,VIP,2021-11-17 19:22:36.031206248
2352,42,M,Fortaleza,1577.1461743837176,Regular,2021-11-18 02:23:27.161432288
2353,43,M,Recife,3191.210681572639,Regular,2021-11-18 09:24:18.291658336
2354,18,M,Fortaleza,1898.6167973585773,Regular,2021-11-18 16:25:09.421884384
2355,49,M,Fortaleza,2615.515236838584,Novo,2021-11-18 23:26:00.552110424
2356,38,F,Sao Paulo,2508.942704369357,Regular,2021-11-19 06:26:51.682336472
2357,30,M,Recife,2406.8711190902222,Regular,2021-11-19 13:27:42.812562520
2358,36,M,Salvador,8115.03296392285,Novo,2021-11-19 20:28:33.942788560
2359,13,F,Rio de Janeiro,2391.8852886292384,Novo,2021-11-20 03:29:25.073014608
2360,39,F,Sao Paulo,1989.9565582726923,Regular,2021-11-20 10:30:16.203240656
2361,22,F,Belo Horizonte,2035.9326249498508,Regular,2021-11-20 17:31:07.333466696
2362,18,F,Belo Horizonte,5023.5316345786605,Novo,2021-11-21 00:31:58.463692744
2363,16,M,Brasilia,1304.9876213464534,Novo,2021-11-21 07:32:49.593918792
2364,48,F,Sao Paulo,2035.8903930820986,VIP,2021-11-21 14:33:40.724144832
2365,27,F,Manaus,6145.106911981883,Regular,2021-11-21 21:34:31.854370880
2366,53,F,Sao Paulo,3367.726255493401,Novo,2021-11-22 04:35:22.984596920
2367,28,M,Salvador,3281.1885630346324,Regular,2021-11-22 11:36:14.114822968
2368,14,M,Fortaleza,8656.564640514513,Novo,2021-11-22 18:37:05.245049016
2369,21,M,Sao Paulo,3371.705493454316,Regular,2021-11-23 01:37:56.375275056
2370,49,F,Manaus,2092.065049942577,Regular,2021-11-23 08:38:47.505501104
2371,33,F,Porto Alegre,2588.8304048518326,Regular,2021-11-23 15:39:38.635727152
2372,28,F,Manaus,1689.66209727429,Regular,2021-11-23 22:40:29.765953192
2373,36,M,Belo Horizonte,5585.7194418320105,Novo,2021-11-24 05:41:20.896179240
2374,41,F,Salvador,3973.0163010687215,Regular,2021-11-24 12:42:12.026405288
2375,48,F,Fortaleza,5230.211913048578,Novo,2021-11-24 19:43:03.156631328
2376,52,M,Manaus,5467.036439752184,Regular,2021-11-25 02:43:54.286857376
2377,30,F,Salvador,2423.322010763177,VIP,2021-11-25 09:44:45.417083424
2378,19,M,Porto Alegre,1858.6832278754985,Regular,2021-11-25 16:45:36.547309464
2379,30,F,Recife,2904.868624519945,VIP,2021-11-25 23:46:27.677535512
2380,38,F,Recife,1926.8069169347502,Novo,2021-11-26 06:47:18.807761560
2381,23,F,Recife,3237.2466162842156,Regular,2021-11-26 13:48:09.937987600
2382,23,F,Porto Alegre,5250.341706486124,Novo,2021-11-26 20:49:01.068213648
2383,39,F,Fortaleza,2740.5945831089157,Regular,2021-11-27 03:49:52.198439696
2384,34,F,Rio de Janeiro,3213.119480319006,Novo,2021-11-27 10:50:43.328665736
2385,35,M,Rio de Janeiro,2844.31399767749,Novo,2021-11-27 17:51:34.458891784
2386,25,F,Salvador,4453.135733503619,Novo,2021-11-28 00:52:25.589117832
2387,32,M,Recife,2134.7584964673692,Regular,2021-11-28 07:53:16.719343872
2388,23,M,Belo Horizonte,1000.0,Novo,2021-11-28 14:54:07.849569920
2389,45,F,Fortaleza,3772.278330812659,Regular,2021-11-28 21:54:58.979795960
2390,47,F,Rio de Janeiro,4884.964076707289,Novo,2021-11-29 04:55:50.110022008
2391,12,M,Sao Paulo,3726.359841732178,Novo,2021-11-29 11:56:41.240248056
2392,23,M,Brasilia,2164.370318698518,Regular,2021-11-29 18:57:32.370474096
2393,17,M,Curitiba,1690.0171417397746,VIP,2021-11-30 01:58:23.500700144
2394,27,M,Porto Alegre,3817.10959964767,Novo,2021-11-30 08:59:14.630926192
2395,33,M,Porto Alegre,3199.466884987457,Novo,2021-11-30 16:00:05.761152232
2396,17,F,Rio de Janeiro,2799.241274836806,Regular,2021-11-30 23:00:56.891378280
2397,23,M,Porto Alegre,7414.788059526834,Regular,2021-12-01 06:01:48.021604328
2398,22,M,Recife,1856.7816139629324,Regular,2021-12-01 13:02:39.151830368
2399,37,M,Curitiba,7241.028335354984,Novo,2021-12-01 20:03:30.282056416
2400,35,F,Belo Horizonte,3028.7096582411805,Regular,2021-12-02 03:04:21.412282464
2401,26,M,Sao Paulo,1190.6025012690097,Novo,2021-12-02 10:05:12.542508504
2402,37,M,Salvador,2725.4768233625673,Regular,2021-12-02 17:06:03.672734552
2403,28,M,Curitiba,4816.236236907896,Regular,2021-12-03 00:06:54.802960600
2404,31,F,Belo Horizonte,2483.620077768746,Regular,2021-12-03 07:07:45.933186640
2405,55,F,Porto Alegre,1425.9745153354827,Regular,2021-12-03 14:08:37.063412688
2406,51,M,Rio de Janeiro,2745.5665719970875,VIP,2021-12-03 21:09:28.193638736
2407,19,M,Manaus,1941.8838023584112,Novo,2021-12-04 04:10:19.323864776
2408,44,M,Salvador,3811.99213116294,Novo,2021-12-04 11:11:10.454090824
2409,44,F,Fortaleza,4388.311939257778,Regular,2021-12-04 18:12:01.584316864
2410,21,F,Brasilia,1757.8817220135304,Regular,2021-12-05 01:12:52.714542912
2411,44,M,Rio de Janeiro,2094.5582950506086,Novo,2021-12-05 08:13:43.844768960
2412,53,M,Porto Alegre,4351.69730289231,Regular,2021-12-05 15:14:34.974995000
2413,21,M,Rio de Janeiro,1940.261158635435,Regular,2021-12-05 22:15:26.105221048
2414,23,M,Recife,1735.2745676114248,Regular,2021-12-06 05:16:17.235447096
2415,47,F,Porto Alegre,1653.5081049477858,Regular,2021-12-06 12:17:08.365673136
2416,38,M,Rio de Janeiro,3554.676382609914,Regular,2021-12-06 19:17:59.495899184
2417,41,M,Curitiba,3479.273754517016,Novo,2021-12-07 02:18:50.626125232
2418,39,M,Curitiba,2117.469419887756,Regular,2021-12-07 09:19:41.756351272
2419,39,F,Sao Paulo,2988.547307731161,Regular,2021-12-07 16:20:32.886577320
2420,19,F,Sao Paulo,6396.883464529144,Novo,2021-12-07 23:21:24.016803368
2421,47,M,Salvador,1831.645315732829,Regular,2021-12-08 06:22:15.147029408
2422,49,M,Rio de Janeiro,1123.4152956404923,VIP,2021-12-08 13:23:06.277255456
2423,32,M,Sao Paulo,3742.6073048755534,Novo,2021-12-08 20:23:57.407481504
2424,34,F,Recife,2820.866589734885,Novo,2021-12-09 03:24:48.537707544
2425,16,M,Belo Horizonte,2090.1423581622776,Novo,2021-12-09 10:25:39.667933592
2426,41,F,Sao Paulo,4130.0306972574945,Regular,2021-12-09 17:26:30.798159640
2427,41,F,Rio de Janeiro,4535.146073728184,VIP,2021-12-10 00:27:21.928385680
2428,34,F,Curitiba,1000.0,Regular,2021-12-10 07:28:13.058611728
2429,48,M,Brasilia,2151.0277826385177,Regular,2021-12-10 14:29:04.188837776
2430,30,F,Manaus,9497.255257675255,Regular,2021-12-10 21:29:55.319063816
2431,41,F,Fortaleza,3990.6222811010834,Regular,2021-12-11 04:30:46.449289864
2432,22,M,Sao Paulo,4179.938527824468,Regular,2021-12-11 11:31:37.579515904
2433,34,M,Fortaleza,5358.541663371229,Novo,2021-12-11 18:32:28.709741952
2434,32,M,Manaus,3006.507582764062,Regular,2021-12-12 01:33:19.839968000
2435,37,M,Salvador,4439.699975448004,Regular,2021-12-12 08:34:10.970194040
2436,30,M,Curitiba,4268.556624026757,Novo,2021-12-12 15:35:02.100420088
2437,33,F,Curitiba,3903.077987386207,Regular,2021-12-12 22:35:53.230646136
2438,44,M,Manaus,2537.6507100038243,VIP,2021-12-13 05:36:44.360872176
2439,29,F,Rio de Janeiro,3248.7625896695035,Regular,2021-12-13 12:37:35.491098224
2440,15,M,Fortaleza,2221.2363135387423,VIP,2021-12-13 19:38:26.621324272
2441,55,F,Fortaleza,3000.1187562494456,Novo,2021-12-14 02:39:17.751550312
2442,51,M,Manaus,1661.9627359428835,Regular,2021-12-14 09:40:08.881776360
2443,19,F,Fortaleza,2007.5854380923317,Novo,2021-12-14 16:41:00.012002408
2444,43,M,Rio de Janeiro,2588.5262545006512,Novo,2021-12-14 23:41:51.142228448
2445,28,M,Curitiba,1859.6568943440052,Regular,2021-12-15 06:42:42.272454496
2446,38,F,Salvador,2315.755734946403,Regular,2021-12-15 13:43:33.402680544
2447,38,M,Recife,2746.374649413465,Regular,2021-12-15 20:44:24.532906584
2448,32,F,Curitiba,3645.07117985197,Regular,2021-12-16 03:45:15.663132632
2449,25,F,Belo Horizonte,4791.643062634661,Regular,2021-12-16 10:46:06.793358680
2450,26,M,Belo Horizonte,2363.9939382034113,VIP,2021-12-16 17:46:57.923584720
2451,24,F,Curitiba,5811.257761682215,Regular,2021-12-17 00:47:49.053810768
2452,25,F,Rio de Janeiro,4766.204378345252,Novo,2021-12-17 07:48:40.184036816
2453,34,M,Recife,3835.468673960208,Novo,2021-12-17 14:49:31.314262856
2454,26,F,Salvador,3218.9952788555047,Regular,2021-12-17 21:50:22.444488904
2455,43,F,Fortaleza,3496.6492120916582,Regular,2021-12-18 04:51:13.574714944
2456,52,M,Belo Horizonte,5396.6063178596105,Novo,2021-12-18 11:52:04.704940992
2457,28,M,Belo Horizonte,5496.076922430375,Novo,2021-12-18 18:52:55.835167040
2458,37,F,Belo Horizonte,5810.799013286105,Novo,2021-12-19 01:53:46.965393080
2459,40,M,Porto Alegre,3043.1955678484974,Regular,2021-12-19 08:54:38.095619128
2460,40,M,Rio de Janeiro,3934.281619766437,Novo,2021-12-19 15:55:29.225845176
2461,35,M,Curitiba,5835.838599880363,Novo,2021-12-19 22:56:20.356071216
2462,43,F,Recife,2182.3160117179013,Regular,2021-12-20 05:57:11.486297264
2463,40,M,Curitiba,2542.2163877865464,Regular,2021-12-20 12:58:02.616523312
2464,20,M,Porto Alegre,3004.9563813515515,Regular,2021-12-20 19:58:53.746749352
2465,45,F,Belo Horizonte,4674.134865031748,Regular,2021-12-21 02:59:44.876975400
2466,45,M,Manaus,4710.673052207585,Novo,2021-12-21 10:00:36.007201448
2467,25,F,Porto Alegre,2655.977248282753,VIP,2021-12-21 17:01:27.137427488
2468,35,F,Rio de Janeiro,1402.0563688454374,Regular,2021-12-22 00:02:18.267653536
2469,43,F,Salvador,3371.429010353523,VIP,2021-12-22 07:03:09.397879584
2470,32,F,Fortaleza,1883.4150639828183,VIP,2021-12-22 14:04:00.528105624
2471,47,M,Brasilia,1415.208144264954,Regular,2021-12-22 21:04:51.658331672
2472,63,F,Recife,1584.5634454458673,Novo,2021-12-23 04:05:42.788557720
2473,25,M,Porto Alegre,3509.3654053677337,Regular,2021-12-23 11:06:33.918783760
2474,18,M,Salvador,5887.099322994206,Novo,2021-12-23 18:07:25.049009808
2475,38,M,Brasilia,3039.496811351416,Regular,2021-12-24 01:08:16.179235848
2476,43,M,Salvador,3313.268115449963,Regular,2021-12-24 08:09:07.309461896
2477,32,F,Curitiba,5385.403243081234,VIP,2021-12-24 15:09:58.439687944
2478,52,M,Curitiba,1377.15154268485,Regular,2021-12-24 22:10:49.569913984
2479,18,F,Belo Horizonte,3866.4351467768206,Regular,2021-12-25 05:11:40.700140032
2480,43,F,Sao Paulo,2963.7336118740227,Regular,2021-12-25 12:12:31.830366080
2481,27,F,Fortaleza,3956.158388250739,Regular,2021-12-25 19:13:22.960592120
2482,55,M,Rio de Janeiro,2340.8234444752534,Regular,2021-12-26 02:14:14.090818168
2483,58,F,Rio de Janeiro,1980.3549093788417,Regular,2021-12-26 09:15:05.221044216
2484,25,M,Belo Horizonte,3197.9154419969095,VIP,2021-12-26 16:15:56.351270256
2485,28,M,Curitiba,6799.440862409745,Regular,2021-12-26 23:16:47.481496304
2486,45,F,Belo Horizonte,4584.5858445611775,Regular,2021-12-27 06:17:38.611722352
2487,30,M,Manaus,2312.659904551081,Regular,2021-12-27 13:18:29.741948392
2488,34,M,Porto Alegre,1524.640589135467,Regular,2021-12-27 20:19:20.872174440
2489,35,F,Porto Alegre,1285.5814151507996,Regular,2021-12-28 03:20:12.002400488
2490,11,M,Recife,5756.297350656094,Regular,2021-12-28 10:21:03.132626528
2491,34,F,Curitiba,1849.108399961052,Regular,2021-12-28 17:21:54.262852576
2492,26,M,Sao Paulo,2533.2118778486483,Novo,2021-12-29 00:22:45.393078624
2493,29,M,Manaus,5771.028326029372,Regular,2021-12-29 07:23:36.523304664
2494,52,M,Manaus,1330.1530266922289,VIP,2021-12-29 14:24:27.653530712
2495,19,M,Curitiba,6286.327115481829,Novo,2021-12-29 21:25:18.783756760
2496,44,M,Porto Alegre,2625.9020997945463,Regular,2021-12-30 04:26:09.913982800
2497,31,F,Brasilia,1678.58816714028,Regular,2021-12-30 11:27:01.044208848
2498,31,F,Porto Alegre,2634.172938635188,Regular,2021-12-30 18:27:52.174434888
2499,44,F,Recife,2077.0452488167602,Regular,2021-12-31 01:28:43.304660936
2500,39,M,Recife,3716.0252670989817,Regular,2021-12-31 08:29:34.434886984
2501,41,F,Curitiba,2155.835829065497,Regular,2021-12-31 15:30:25.565113024
2502,46,F,Fortaleza,1146.1673250808046,Novo,2021-12-31 22:31:16.695339072
2503,31,F,Fortaleza,2669.6929180016405,VIP,2022-01-01 05:32:07.825565120
2504,27,M,Sao Paulo,1512.8150622870683,Regular,2022-01-01 12:32:58.955791160
2505,21,F,Fortaleza,3301.591625686408,Regular,2022-01-01 19:33:50.086017208
2506,25,F,Salvador,1646.5456614401592,Regular,2022-01-02 02:34:41.216243256
2507,70,M,Salvador,2335.5287699680757,Novo,2022-01-02 09:35:32.346469296
2508,49,F,Rio de Janeiro,3265.910606155114,VIP,2022-01-02 16:36:23.476695344
2509,18,M,Salvador,2680.532204297494,Regular,2022-01-02 23:37:14.606921392
2510,19,F,Brasilia,3378.5947294282973,Novo,2022-01-03 06:38:05.737147432
2511,40,F,Brasilia,4188.691122536871,VIP,2022-01-03 13:38:56.867373480
2512,41,F,Brasilia,1670.7587610068676,Regular,2022-01-03 20:39:47.997599528
2513,41,M,Salvador,2886.5036230985625,Regular,2022-01-04 03:40:39.127825568
2514,31,M,Sao Paulo,1000.0,Regular,2022-01-04 10:41:30.258051616
2515,33,F,Porto Alegre,3373.367055594988,Novo,2022-01-04 17:42:21.388277664
2516,38,M,Curitiba,2564.690108259143,Regular,2022-01-05 00:43:12.518503704
2517,36,M,Belo Horizonte,1823.0662555546016,Novo,2022-01-05 07:44:03.648729752
2518,8,F,Rio de Janeiro,3490.7074805710467,Regular,2022-01-05 14:44:54.778955792
2519,32,F,Recife,5358.01467283869,Regular,2022-01-05 21:45:45.909181840
2520,24,M,Manaus,2349.5782576449496,Regular,2022-01-06 04:46:37.039407888
2521,37,M,Recife,1858.6259457834155,Regular,2022-01-06 11:47:28.169633928
2522,70,M,Rio de Janeiro,3237.357311016949,Novo,2022-01-06 18:48:19.299859976
2523,39,F,Recife,1528.73621024102,Regular,2022-01-07 01:49:10.430086024
2524,31,F,Porto Alegre,2142.6728301481976,Regular,2022-01-07 08:50:01.560312064
2525,46,F,Recife,5492.842064692623,Regular,2022-01-07 15:50:52.690538112
